word,accent,infltype1,subtype
обрамлять,7,1,
обрамлять,7,1,
обрастать,7,1,
обращать,6,1,
обращаться,6,1,
обревизовать,10,2,
обрезать,4,6,
обрезать,6,1,
обрезаться,4,6,
обрезаться,6,1,
обрезывать,4,1,
обрезываться,4,1,
обрекать,6,1,
обрекаться,6,1,
обременить,8,4,
обремениться,8,4,
обременять,8,1,
обременяться,8,1,
обремизивать,6,1,
обремизиваться,6,1,
обремизить,6,4,
обремизиться,6,4,
обретать,6,1,
обретаться,6,1,
обрешетить,6,4,
обрешетиться,6,4,
обрешечивать,6,1,
обрешечиваться,6,1,
обривать,6,1,
обриваться,6,1,
обрисовать,8,2,
обрисоваться,8,2,
обрисовывать,6,1,
обрисовываться,6,1,
обровнять,7,1,
обровняться,7,1,
обронить,6,4,
обротать,6,1,
обрубать,6,1,
обрубить,6,4,
обругать,6,1,
обругивать,4,1,
обрусеть,6,1,
обрусить,6,4,
обручать,6,1,
обручаться,6,1,
обручить,6,4,
обручиться,6,4,
обрушивать,4,1,
обрушиваться,4,1,
обрушить,4,4,
обрушиться,4,4,
обрывать,6,1,
обрывать,6,1,
обрываться,6,1,
обрываться,6,1,
обрыднуть,4,3,
обрызгать,4,1,
обрызгаться,4,1,
обрызгивать,4,1,
обрызгиваться,4,1,
обрызнуть,4,3,
обрызнуться,4,3,
обрыскать,4,6,
обрыскать,4,1,
обрюзгнуть,4,3,
обрюхатеть,6,1,
обрюхатить,6,4,
обрядить,6,4,
обрядиться,6,4,
обряжать,6,1,
обряжаться,6,1,
обсадить,6,4,
обсаживать,4,1,
обсаливать,4,1,
обсаливать,4,1,
обсаливаться,4,1,
обсалить,4,4,
обсалиться,4,4,
обсасывать,4,1,
обсахаривать,4,1,
обсахариваться,4,1,
обсахарить,4,4,
обсахариться,4,4,
обсевать,6,1,
обседать,6,1,
обсекать,6,1,
обсекаться,6,1,
обсеменить,8,4,
обсемениться,8,4,
обсеменять,8,1,
обсеменяться,8,1,
обсеять,4,6,
обсеяться,4,6,
обсидеть,6,5,
обсидеться,6,5,
обсиживать,4,1,
обсиживаться,4,1,
обскабливать,5,1,
обскакать,7,6,
обскакивать,5,1,
обскоблить,8,4,
обскоблить,8,4,
обскочить,7,4,
обследовать,5,2,
обслуживать,5,1,
обслужить,7,4,
обслюнивать,5,1,
обслюнить,7,4,
обслюниться,7,4,
обслюнявить,7,4,
обслюнявиться,7,4,
обслюнявливать,7,1,
обсматривать,5,1,
обсмотреть,8,5,
обсолить,6,4,
обсолить,6,4,
обсосать,6,6,
обсохнуть,4,3,
обставать,7,13,
обставить,5,4,
обставиться,5,4,
обставлять,8,1,
обставляться,8,1,
обстать,5,15,
обстирать,7,1,
обстирывать,5,1,
обстоять,6,5,
обстрагивать,6,1,
обстраивать,6,1,
обстраиваться,6,1,
обстрачивать,6,1,
обстрекать,8,1,
обстрекаться,8,1,
обстреливать,6,1,
обстрелять,8,1,
обстригать,8,1,
обстригаться,8,1,
обстрогать,8,1,
обстроить,6,4,
обстроиться,6,4,
обстрочить,8,4,
обстрочить,8,4,
обстругать,8,1,
обстругивать,6,1,
обстряпать,6,1,
обстряпывать,6,1,
обстукать,5,1,
обстукивать,5,1,
обстукивать,5,1,
обступать,7,1,
обступить,7,4,
обстучать,7,5,
обстучаться,7,5,
обсудить,6,4,
обсуждать,7,1,
обсуживать,4,1,
обсуслить,4,4,
обсуслиться,4,4,
обсусоливать,6,1,
обсусолить,6,4,
обсусолиться,6,4,
обсушивать,4,1,
обсушиваться,4,1,
обсушить,6,4,
обсушиться,6,4,
обсчитать,7,1,
обсчитаться,7,1,
обсчитывать,5,1,
обсчитываться,5,1,
обсыпать,6,1,
обсыпаться,4,1,
обсыпаться,6,1,
обсыхать,6,1,
обтаивать,4,1,
обтапливать,4,1,
обтаптывать,4,1,
обтаскивать,4,1,
обтачать,6,1,
обтачивать,4,1,
обтачивать,4,1,
обтащить,6,4,
обтаять,4,6,
обтекать,6,1,
обтереть,6,9,
обтереться,6,9,
обтерпеться,7,5,
обтерхать,7,1,
обтерхаться,7,1,
обтесать,6,6,
обтесаться,6,6,
обтирать,6,1,
обтираться,6,1,
обтискать,4,1,
обтискивать,4,1,
обтиснуть,4,3,
обтопить,6,4,
обтоптать,7,6,
обточить,6,4,
обтрепать,7,6,
обтрескаться,5,1,
обтрясать,7,1,
обтряхивать,5,1,
обтряхнуть,8,3,
обтыкать,4,1,
обтыкать,6,1,
обтыкаться,4,1,
обтягивать,4,1,
обтягиваться,4,1,
обтянуть,6,3,
обтянуться,6,3,
обтяпать,4,1,
обтяпывать,4,1,
обувать,5,1,
обуваться,5,1,
обуглеть,3,1,
обугливать,3,1,
обугливаться,3,1,
обуглить,3,4,
обуглиться,3,4,
обуживать,3,1,
обуздать,6,1,
обуздывать,3,1,
обузить,3,4,
обуревать,7,1,
обуржуазивать,7,1,
обуржуазиваться,7,1,
обуржуазить,7,4,
обуржуазиться,7,4,
обурить,5,4,
обуславливать,6,1,
обусловить,6,4,
обусловливать,6,1,
обустраивать,7,1,
обустроить,7,4,
обутреть,3,1,
обучать,5,1,
обучаться,5,1,
обучить,5,4,
обучиться,5,4,
обуять,4,1,
обхаживать,4,1,
обхаивать,4,1,
обхамить,6,4,
обхаркать,4,1,
обхаркивать,4,1,
обхаять,4,6,
обхватать,7,1,
обхватить,7,4,
обхватывать,5,1,
обхватывать,5,1,
обхитрить,7,4,
обхлестать,8,6,
обхлопать,5,1,
обхлопывать,5,1,
обходить,6,4,
обходить,6,4,
обходиться,6,4,
обхохотаться,8,6,
обцарапать,6,1,
обцарапывать,6,1,
обчекрыжить,7,4,
обчекрыжиться,7,4,
обчесать,6,6,
обчинивать,4,1,
обчиниваться,4,1,
обчинить,6,4,
обчиниться,6,4,
обчистить,4,4,
обчиститься,4,4,
обчищать,6,1,
обчищаться,6,1,
обшаривать,4,1,
обшарить,4,4,
обшаркать,4,1,
обшаркаться,4,1,
обшаркивать,4,1,
обшаркиваться,4,1,
обшарпать,4,1,
обшарпаться,4,1,
обшарпывать,4,1,
обшарпываться,4,1,
обшастать,4,1,
обшелушить,8,4,
обшибать,6,1,
обшивать,6,1,
обшиваться,6,1,
обшикать,4,1,
обшить,4,11,
обшиться,4,11,
обшмыгать,5,1,
обшмыгаться,5,1,
обшмыгивать,5,1,
обшныривать,5,1,
обшнырить,5,4,
обшнырять,7,1,
обштопать,5,1,
обштопывать,5,1,
общаться,4,1,
общипать,6,6,
общипать,6,1,
общипаться,6,6,
общипаться,6,1,
общипывать,4,1,
общипываться,4,1,
объегоривать,6,1,
объегорить,6,4,
объедать,6,1,
объедаться,6,1,
объединить,8,4,
объединиться,8,4,
объединять,8,1,
объединяться,8,1,
объездить,4,4,
объездиться,4,4,
объезжать,7,1,
объезжать,7,1,
объезжаться,7,1,
объективировать,9,2,
объявить,6,4,
объявиться,6,4,
объявлять,7,1,
объявляться,7,1,
объяснить,7,4,
объясниться,7,4,
объяснять,7,1,
объясняться,7,1,
обыграть,6,1,
обыгрывать,3,1,
обындеветь,3,1,
обыноземиться,7,4,
обыностраниться,9,4,
обыскать,6,6,
обыскаться,6,6,
обыскивать,3,1,
обюрократить,8,4,
обюрократиться,8,4,
обюрокрачивать,8,1,
обюрокрачиваться,8,1,
обязать,5,6,
обязаться,5,6,
обязывать,3,1,
обязываться,3,1,
овдоветь,6,1,
овевать,5,1,
овеществить,9,4,
овеществиться,9,4,
овеществлять,10,1,
овеществляться,10,1,
овеять,3,6,
овивать,5,1,
овиваться,5,1,
овить,3,11,
овиться,3,11,
овладевать,8,1,
овладеть,6,1,
огибать,5,1,
огибаться,5,1,
огладить,4,4,
огладывать,4,1,
оглаживать,4,1,
огласить,6,4,
огласиться,6,4,
оглашать,6,1,
оглашаться,6,1,
оглодать,6,6,
оглодать,6,1,
оглоушивать,5,1,
оглоушить,5,4,
оглохнуть,4,3,
оглупеть,6,1,
оглупить,6,4,
оглуплять,7,1,
оглушать,6,1,
оглушить,6,4,
оглядеть,6,5,
оглядеться,6,5,
оглядывать,4,1,
оглядываться,4,1,
оглядываться,4,1,
оглянуть,6,3,
оглянуться,6,3,
оговаривать,5,1,
оговариваться,5,1,
оговорить,7,4,
оговориться,7,4,
оголеть,5,1,
оголить,5,4,
оголиться,5,4,
оголодать,7,1,
оголять,5,1,
оголяться,5,1,
огораживать,5,1,
огораживаться,5,1,
огородить,7,4,
огородить,7,4,
огородиться,7,4,
огородиться,7,4,
огородничать,5,1,
огорошивать,5,1,
огорошить,5,4,
огорчать,6,1,
огорчаться,6,1,
огорчить,6,4,
огорчиться,6,4,
ограбить,4,4,
оградить,6,4,
оградиться,6,4,
ограждать,7,1,
ограждаться,7,1,
огранивать,4,1,
огранить,6,4,
ограничивать,6,1,
ограничиваться,6,1,
ограничить,6,4,
ограничиться,6,4,
огранять,6,1,
огребать,6,1,
огребаться,6,1,
огревать,6,1,
огрубевать,8,1,
огрубеть,6,1,
огрубить,6,4,
огрублять,7,1,
огрузнеть,7,1,
огрузнуть,4,3,
огрызать,6,1,
огрызаться,6,1,
огрызнуться,7,3,
одалживать,3,1,
одалживаться,3,1,
одаривать,3,1,
одарить,5,4,
одарять,5,1,
одевать,5,1,
одеваться,5,1,
одеколонить,7,4,
одеколониться,7,4,
оделить,5,4,
оделять,5,1,
одеревенеть,9,1,
одержать,6,5,
одерживать,3,1,
одеть,3,15,
одеться,3,15,
одичать,5,1,
одобрить,3,4,
одобрять,6,1,
одолевать,7,1,
одолеть,5,1,
одолжаться,6,1,
одолжить,6,4,
одолжиться,6,4,
одомашнивать,5,1,
одомашниваться,5,1,
одомашнить,5,4,
одомашниться,5,4,
одревеснеть,9,1,
одряблеть,7,1,
одрябнуть,4,3,
одряхлеть,7,1,
одряхнуть,4,3,
одуматься,3,1,
одумываться,3,1,
одурачивать,5,1,
одурачить,5,4,
одуревать,7,1,
одуреть,5,1,
одурманивать,6,1,
одурманиваться,6,1,
одурманить,6,4,
одурманиться,6,4,
одурять,5,1,
одухотворить,10,4,
одухотвориться,10,4,
одухотворять,10,1,
одухотворяться,10,1,
одушевить,7,4,
одушевиться,7,4,
одушевлять,8,1,
одушевляться,8,1,
оевропеивать,7,1,
оевропеиваться,7,1,
оевропеить,7,4,
оевропеиться,7,4,
оженить,5,4,
ожениться,5,4,
ожеребить,7,4,
ожеребиться,7,4,
ожесточать,8,1,
ожесточаться,8,1,
ожесточить,8,4,
ожесточиться,8,4,
оживать,5,1,
оживить,5,4,
оживиться,5,4,
оживлять,6,1,
оживляться,6,1,
оживотворить,10,4,
оживотворять,10,1,
ожигать,5,1,
ожигаться,5,1,
ожидать,5,1,
ожиреть,5,1,
ожить,3,16,
озаботить,5,4,
озаботиться,5,4,
озабочивать,5,1,
озабочиваться,5,1,
озаглавить,6,4,
озаглавливать,6,1,
озадачивать,5,1,
озадачиваться,5,1,
озадачить,5,4,
озадачиться,5,4,
озарить,5,4,
озариться,5,4,
озарять,5,1,
озаряться,5,1,
озвереть,6,1,
озвучивать,4,1,
озвучить,4,4,
оздоровить,8,4,
оздоровиться,8,4,
оздоровлять,9,1,
оздоровляться,9,1,
озеленить,7,4,
озелениться,7,4,
озеленять,7,1,
озеленяться,7,1,
озирать,5,1,
озираться,5,1,
озлить,4,4,
озлиться,4,4,
озлобить,4,4,
озлобиться,4,4,
озлоблять,7,1,
озлобляться,7,1,
ознакомить,6,4,
ознакомиться,6,4,
ознакомлять,9,1,
ознакомляться,9,1,
ознаменовать,10,2,
ознаменоваться,10,2,
ознаменовывать,8,1,
ознаменовываться,8,1,
означать,6,1,
означать,6,1,
означаться,6,1,
означить,4,4,
означиться,4,4,
ознобить,6,4,
озолотить,7,4,
озолотиться,7,4,
озонировать,5,2,
озонироваться,5,2,
озорничать,8,1,
озоровать,7,2,
озябнуть,3,3,
ойкать,1,1,
ойкнуть,1,3,
оказать,5,6,
оказаться,5,6,
оказывать,3,1,
оказываться,3,1,
окаймить,6,4,
окаймиться,6,4,
окаймлять,7,1,
окаймляться,7,1,
окаменевать,9,1,
окаменеть,7,1,
окантовать,8,2,
окантовывать,6,1,
оканчивать,3,1,
оканчиваться,3,1,
окапать,3,1,
окапаться,3,1,
окапывать,3,1,
окапывать,3,1,
окапываться,3,1,
окапываться,3,1,
окарикатуривать,9,1,
окарикатурить,9,4,
окармливать,3,1,
окатить,5,4,
окатиться,5,4,
окатывать,3,1,
окатываться,3,1,
окать,1,1,
окачивать,3,1,
окачиваться,3,1,
окашивать,3,1,
окидывать,3,1,
окинуть,3,3,
окирковать,8,2,
окирковывать,6,1,
окисать,5,1,
окислить,3,4,
окислиться,3,4,
окислять,6,1,
окисляться,6,1,
окиснуть,3,3,
окклюдировать,7,2,
оккупировать,6,2,
оклевать,6,2,
оклеивать,4,1,
оклеить,4,4,
оклематься,6,1,
окликать,6,1,
окликаться,6,1,
окликнуть,4,3,
оковать,5,2,
оковывать,3,1,
околачивать,5,1,
околачиваться,5,1,
околдовать,8,2,
околдовывать,6,1,
околевать,7,1,
околесить,7,4,
околеть,5,1,
околоситься,7,4,
околотить,7,4,
околпачивать,6,1,
околпачить,6,4,
окольцевать,9,2,
окольцовывать,7,1,
оконопатить,7,4,
оконопачивать,7,1,
оконтурить,3,4,
оконфузить,6,4,
оконфузиться,6,4,
окончить,3,4,
окончиться,3,4,
окопать,5,1,
окорачивать,5,1,
окорить,5,4,
окормить,6,4,
окорнать,6,1,
окоротить,7,4,
окорять,5,1,
окосеть,5,1,
окосить,5,4,
окосматеть,6,1,
окостеневать,10,1,
окостенеть,8,1,
окотить,5,4,
окотиться,5,4,
окоченевать,9,1,
окоченеть,7,1,
окочуриться,5,4,
окрасить,4,4,
окраситься,4,4,
окрашивать,4,1,
окрашиваться,4,1,
окрепнуть,4,3,
окрестить,7,4,
окреститься,7,4,
окриветь,6,1,
окрикивать,4,1,
окрикнуть,4,3,
окровавить,6,4,
окровавиться,6,4,
окровавливать,6,1,
окровавливаться,6,1,
окровенеть,8,1,
окровенить,8,4,
окромсать,7,1,
окропить,6,4,
окропиться,6,4,
окроплять,7,1,
окропляться,7,1,
округлеть,7,1,
округлить,7,4,
округлиться,7,4,
округлять,7,1,
округляться,7,1,
окружать,6,1,
окружить,6,4,
окрутить,6,4,
окрутиться,6,4,
окручивать,4,1,
окручиваться,4,1,
окрылить,6,4,
окрылиться,6,4,
окрылять,6,1,
окрыляться,6,1,
окрыситься,4,4,
оксидировать,6,2,
октроировать,6,2,
окукливаться,3,1,
окуклиться,3,4,
окулачиться,5,4,
окулировать,5,2,
окультуривать,7,1,
окультуриваться,7,1,
окультурить,7,4,
окультуриться,7,4,
окунать,5,1,
окунаться,5,1,
окунуть,5,3,
окунуться,5,3,
окупать,5,1,
окупаться,5,1,
окупить,5,4,
окупиться,5,4,
окургузить,6,4,
окургузиться,6,4,
окуривать,3,1,
окурить,5,4,
окутать,3,1,
окутаться,3,1,
окутывать,3,1,
окутываться,3,1,
окучивать,3,1,
окучить,3,4,
оледеневать,9,1,
оледенеть,7,1,
оледенить,7,4,
олитературивать,9,1,
олитературить,9,4,
олифить,3,4,
олицетворить,10,4,
олицетворять,10,1,
омачивать,3,1,
омеблировать,10,2,
омеблироваться,10,2,
омеблировывать,8,1,
омеблировываться,8,1,
омерзеть,6,1,
омертветь,7,1,
омертвлять,8,1,
омещаниться,5,4,
омолаживать,5,1,
омолаживаться,5,1,
омолодить,7,4,
омолодиться,7,4,
омочить,5,4,
омочиться,5,4,
омрачать,6,1,
омрачаться,6,1,
омрачить,6,4,
омрачиться,6,4,
омывать,5,1,
омывать,5,1,
омываться,5,1,
онанировать,5,2,
онемевать,7,1,
онеметь,5,1,
онемечивать,5,1,
онемечиваться,5,1,
онемечить,5,4,
онемечиться,5,4,
опадать,5,1,
опаздывать,3,1,
опаивать,3,1,
опаивать,3,1,
опаливать,3,1,
опаливаться,3,1,
опалить,5,4,
опалиться,5,4,
опалубить,3,4,
опалывать,3,1,
опалять,5,1,
опаляться,5,1,
опамятоваться,3,2,
опаршиветь,6,1,
опаршивить,6,4,
опарывать,3,1,
опасаться,5,1,
опаскудеть,6,1,
опаскудить,6,4,
опахать,5,6,
опахивать,3,1,
опахивать,3,1,
опахнуть,6,3,
опаять,4,1,
опекать,5,1,
опекунствовать,5,2,
опередить,7,4,
опережать,7,1,
опереть,5,9,
опереть,5,9,
опереться,5,9,
опереться,5,9,
оперировать,5,2,
оперить,5,4,
опериться,5,4,
оперять,5,1,
оперяться,5,1,
опечаливать,5,1,
опечалить,5,4,
опечалиться,5,4,
опечатать,5,1,
опечататься,5,1,
опечатывать,5,1,
опечатываться,5,1,
опешить,3,4,
опивать,5,1,
опиваться,5,1,
опиливать,3,1,
опилить,5,4,
опирать,5,1,
опираться,5,1,
описать,5,6,
описаться,5,6,
описывать,3,1,
описываться,3,1,
опить,3,11,
опиться,3,11,
оплавить,4,4,
оплавлять,7,1,
оплакать,4,6,
оплакивать,4,1,
оплатить,6,4,
оплачивать,4,1,
оплевать,6,2,
оплескать,7,6,
оплескать,7,1,
оплеснуть,7,3,
оплетать,6,1,
оплешиветь,6,1,
оплодотворить,11,4,
оплодотвориться,11,4,
оплодотворять,11,1,
оплодотворяться,11,1,
опломбировать,11,2,
опломбировывать,9,1,
оплошать,6,1,
оплывать,6,1,
оплывать,6,1,
оплыть,4,16,
оплыть,4,16,
оповестить,8,4,
оповещать,7,1,
опоганивать,5,1,
опоганиваться,5,1,
опоганить,5,4,
опоганиться,5,4,
оподлеть,6,1,
оподлить,3,4,
оподлиться,3,4,
опоздать,6,1,
опознавать,8,13,
опознать,6,1,
опозорить,5,4,
опозориться,5,4,
опоить,4,4,
опоить,4,4,
ополаскивать,5,1,
оползать,3,1,
оползать,6,1,
оползать,6,1,
ополовинивать,7,1,
ополовинить,7,4,
ополоскать,8,6,
ополоскать,8,1,
ополоснуть,8,3,
ополоуметь,6,1,
ополчать,6,1,
ополчаться,6,1,
ополчить,6,4,
ополчиться,6,4,
ополячивать,5,1,
ополячиваться,5,1,
ополячить,5,4,
ополячиться,5,4,
опоминаться,7,1,
опомниться,3,4,
опоражнивать,5,1,
опоражниваться,5,1,
опорожнить,8,4,
опорожниться,8,4,
опорожнять,8,1,
опорожняться,8,1,
опороситься,7,4,
опорочивать,5,1,
опорочить,5,4,
опосредствовать,6,2,
опостылеть,6,1,
опостынуть,6,3,
опостыть,6,15,
опохмелиться,8,4,
опохмеляться,8,1,
опочивать,7,1,
опошлеть,6,1,
опошлить,3,4,
опошлиться,3,4,
опошлять,6,1,
опошляться,6,1,
опоэтизировать,8,2,
опоясать,4,6,
опоясаться,4,6,
опоясывать,4,1,
опоясываться,4,1,
оппонировать,6,2,
оправдать,7,1,
оправдаться,7,1,
оправдывать,4,1,
оправдываться,4,1,
оправить,4,4,
оправиться,4,4,
оправлять,7,1,
оправляться,7,1,
опрастывать,4,1,
опрастываться,4,1,
опрашивать,4,1,
определить,8,4,
определиться,8,4,
определять,8,1,
определяться,8,1,
опреснить,7,4,
опресниться,7,4,
опреснять,7,1,
опресняться,7,1,
оприходовать,6,2,
опробовать,4,2,
опровергать,9,1,
опровергнуть,6,3,
опрокидывать,6,1,
опрокидываться,6,1,
опрокинуть,6,3,
опрокинуться,6,3,
опросить,6,4,
опростать,7,1,
опростеть,7,1,
опростить,7,4,
опроститься,7,4,
опростоволоситься,11,4,
опростофилиться,9,4,
опротестовать,11,2,
опротестовывать,9,1,
опротиветь,6,1,
опрощать,6,1,
опрощаться,6,1,
опрыскать,4,1,
опрыскаться,4,1,
опрыскивать,4,1,
опрыскиваться,4,1,
опрыснуть,4,3,
опрыщаветь,6,1,
опсоветь,4,1,
оптировать,4,2,
оптироваться,4,2,
опубликовать,10,2,
опубликовывать,8,1,
опускать,6,1,
опускаться,6,1,
опустеть,6,1,
опустить,6,4,
опуститься,6,4,
опустошать,8,1,
опустошить,8,4,
опутать,3,1,
опутывать,3,1,
опухать,5,1,
опухнуть,3,3,
опушать,5,1,
опушаться,5,1,
опушить,5,4,
опушиться,5,4,
опыливать,3,1,
опылить,5,4,
опылить,5,4,
опылиться,5,4,
опылять,5,1,
опыляться,5,1,
опьянеть,6,1,
опьянить,6,4,
опьянять,6,1,
орабочиваться,5,1,
орабочиться,5,4,
ораторствовать,3,2,
орать,3,6,
орать,3,6,
орать,3,6,
организовать,10,2,
организоваться,10,2,
организовывать,8,1,
организовываться,8,1,
оригинальничать,7,1,
ориентировать,7,2,
ориентироваться,7,2,
оркестровать,10,2,
орнаментировать,9,2,
орнаментовать,11,2,
оробеть,5,1,
ороговеть,7,1,
оросить,5,4,
ороситься,5,4,
орошать,5,1,
орошаться,5,1,
орудовать,3,2,
осадить,5,4,
осадить,5,4,
осадить,5,4,
осадить,5,4,
осаждать,6,1,
осаживать,3,1,
осаливать,3,1,
осалить,3,4,
осатанеть,7,1,
осваиваться,4,1,
осведомить,4,4,
осведомиться,4,4,
осведомлять,9,1,
осведомляться,9,1,
освежать,6,1,
освежаться,6,1,
освежевать,8,2,
освежить,6,4,
освежиться,6,4,
осветлить,7,4,
осветлиться,7,4,
осветлять,7,1,
осветляться,7,1,
освещать,6,1,
освещаться,6,1,
освидетельствовать,6,2,
освидетельствоваться,6,2,
освинцевать,9,2,
освинцовывать,7,1,
освирепеть,8,1,
освистать,7,6,
освистывать,4,1,
освободить,8,4,
освободиться,8,4,
освобождать,9,1,
освобождаться,9,1,
освоить,4,4,
освоиться,4,4,
освящать,6,1,
оседать,5,1,
оседлать,6,1,
осекать,5,1,
осекаться,5,1,
осеменить,7,4,
осеменять,7,1,
осенить,5,4,
осениться,5,4,
осенять,5,1,
осеняться,5,1,
осердить,6,4,
осердиться,6,4,
осеребрить,8,4,
осереднячиться,8,4,
осерчать,6,1,
осиветь,5,1,
осиливать,3,1,
осилить,3,4,
осипнуть,3,3,
осиротеть,7,1,
осиротить,7,4,
осиять,4,1,
оскабливать,4,1,
оскаливать,4,1,
оскаливаться,4,1,
оскалить,4,4,
оскалиться,4,4,
оскальзываться,4,1,
оскальпировать,8,2,
оскандалить,7,4,
оскандалиться,7,4,
осквернить,8,4,
оскверниться,8,4,
осквернять,8,1,
оскверняться,8,1,
осклабить,5,4,
осклабиться,5,4,
осклизнуть,5,3,
оскоблить,7,4,
оскоблить,7,4,
оскользнуться,9,3,
оскопить,6,4,
оскоплять,7,1,
оскорбить,7,4,
оскорбиться,7,4,
оскорблять,8,1,
оскорбляться,8,1,
оскоромить,6,4,
оскоромиться,6,4,
оскотиниться,6,4,
оскребать,7,1,
оскудевать,8,1,
оскудеть,6,1,
ослабевать,8,1,
ослабеть,6,1,
ослабить,4,4,
ослабиться,4,4,
ослаблять,7,1,
ослабляться,7,1,
ослабнуть,4,3,
ославить,4,4,
ославиться,4,4,
ославлять,7,1,
ославляться,7,1,
ослепить,6,4,
ослепиться,6,4,
ослеплять,7,1,
ослепляться,7,1,
ослепнуть,4,3,
ослизнуть,4,3,
осложнить,7,4,
осложниться,7,4,
осложнять,7,1,
осложняться,7,1,
ослушаться,4,1,
ослушиваться,4,1,
ослышаться,4,5,
осмаливать,4,1,
осматривать,4,1,
осматриваться,4,1,
осмеивать,4,1,
осмелеть,6,1,
осмеливаться,4,1,
осмелиться,4,4,
осмеять,5,6,
осмолить,6,4,
осмотреть,7,5,
осмотреться,7,5,
осмысливать,4,1,
осмыслить,4,4,
осмыслять,7,1,
оснастить,7,4,
оснащать,6,1,
оснежить,6,4,
основать,6,2,
основаться,6,2,
основывать,4,1,
основываться,4,1,
особиться,3,4,
особоровать,5,2,
осоветь,5,1,
осовременивать,8,1,
осовремениваться,8,1,
осовременить,8,4,
осовремениться,8,4,
осознавать,8,13,
осознать,6,1,
осоловеть,7,1,
осолодеть,7,1,
осолодиться,7,4,
осопливеть,6,1,
оспаривать,4,1,
оспорить,4,4,
осрамить,6,4,
осрамиться,6,4,
оставаться,6,13,
оставить,4,4,
оставлять,7,1,
останавливать,6,1,
останавливаться,6,1,
остановить,8,4,
остановиться,8,4,
остареть,6,1,
остаться,4,15,
остебелиться,8,4,
остебеляться,8,1,
остекленеть,9,1,
остеклеть,7,1,
остеклить,7,4,
остеклять,7,1,
остепенить,8,4,
остепениться,8,4,
остепенять,8,1,
остепеняться,8,1,
остервенеть,9,1,
остервенить,9,4,
остервениться,9,4,
остервеняться,9,1,
остерегать,8,1,
остерегаться,8,1,
остолбенеть,9,1,
остолбить,7,4,
осторожничать,6,1,
осточертеть,9,1,
острагивать,5,1,
острекать,7,1,
острекаться,7,1,
остригать,7,1,
остригаться,7,1,
острить,5,4,
острить,5,4,
острогать,7,1,
острожить,7,4,
остропиливать,7,1,
остропилить,7,4,
острословить,8,4,
остроумничать,6,1,
остругать,7,1,
остругивать,5,1,
остудить,6,4,
остужать,6,1,
оступаться,6,1,
оступиться,6,4,
остывать,6,1,
остынуть,4,3,
остыть,4,15,
осудить,5,4,
осуждать,6,1,
осунуться,3,3,
осушать,5,1,
осушаться,5,1,
осушить,5,4,
осушиться,5,4,
осуществить,9,4,
осуществиться,9,4,
осуществлять,10,1,
осуществляться,10,1,
осчастливить,8,4,
осчастливливать,8,1,
осыпать,5,1,
осыпаться,3,1,
осыпаться,5,1,
осязать,5,1,
отакелаживать,7,1,
отакелажить,7,4,
отапливать,3,1,
отаптывать,3,1,
отбавить,4,4,
отбавлять,7,1,
отбарабанить,8,4,
отбегать,4,1,
отбегать,6,1,
отбеливать,4,1,
отбелить,6,4,
отбелить,6,4,
отбеситься,6,4,
отбивать,6,1,
отбиваться,6,1,
отбирать,6,1,
отбить,4,11,
отбиться,4,11,
отблаговестить,5,4,
отблагодарить,11,4,
отблестеть,8,5,
отблистать,8,1,
отблистать,8,6,
отболеть,6,1,
отболеть,6,5,
отбомбить,7,4,
отбомбиться,7,4,
отбортовать,9,2,
отбояриваться,5,1,
отбояриться,5,4,
отбраковать,9,2,
отбраковывать,7,1,
отбранить,7,4,
отбраниться,7,4,
отбрасывать,5,1,
отбрехаться,7,6,
отбривать,7,1,
отбродить,7,4,
отбросать,7,1,
отбросаться,7,1,
отбросить,5,4,
отбрыкиваться,5,1,
отбузовать,8,2,
отбуксировать,7,2,
отбуксироваться,7,2,
отбурить,6,4,
отбурлить,7,4,
отбучивать,4,1,
отбучить,4,4,
отбушевать,8,2,
отбывать,6,1,
отвадить,4,4,
отвадиться,4,4,
отваживать,4,1,
отваживаться,4,1,
отваживаться,4,1,
отважиться,4,4,
отваливать,4,1,
отваливать,4,1,
отваливаться,4,1,
отвалить,6,4,
отвалить,6,4,
отвалиться,6,4,
отвалять,6,1,
отваривать,4,1,
отвариваться,4,1,
отварить,6,4,
отвариться,6,4,
отвевать,6,1,
отведать,4,1,
отведывать,4,1,
отвеивать,4,1,
отвеиваться,4,1,
отвековать,8,2,
отвергать,7,1,
отвергнуть,4,3,
отвердевать,9,1,
отвердеть,7,1,
отверзать,7,1,
отверзаться,7,1,
отвернуть,7,3,
отвернуться,7,3,
отвертеть,7,5,
отвертеться,7,5,
отверчивать,4,1,
отвесить,4,4,
ответвить,7,4,
ответвиться,7,4,
ответвлять,8,1,
ответвляться,8,1,
ответить,4,4,
ответствовать,4,2,
отвечать,6,1,
отвешивать,4,1,
отвеять,4,6,
отвеять,4,6,
отвеяться,4,6,
отвивать,6,1,
отвиливать,4,1,
отвильнуть,8,3,
отвинтить,7,4,
отвинтить,7,4,
отвинтиться,7,4,
отвинтиться,7,4,
отвинчивать,4,1,
отвинчиваться,4,1,
отвираться,6,1,
отвисать,6,1,
отвисеться,6,5,
отвиснуть,4,3,
отвить,4,11,
отвлекать,7,1,
отвлекаться,7,1,
отводить,6,4,
отводить,6,4,
отвоевать,7,2,
отвоеваться,7,2,
отвозить,6,4,
