word,accent,gram,infltype,label,forms
жечь,2,нсв,8,,
выжечь,2,св,8,(-г-),
возжечь,5,св,8,,
зажечь,4,св,8,,
дожечь,4,св,8,,
нажечь,4,св,8,,
обжечь,4,св,8,,
ожечь,3,св,8,,
пережечь,6,св,8,,
прижечь,5,св,8,,
прожечь,5,св,8,,
жечься,2,нсв,8,,
возжечься,5,св,8,,
зажечься,4,св,8,,
обжечься,4,св,8,,
ожечься,3,св,8,,
пережечься,6,св,8,,
прожечься,5,св,8,,
отлечь,4,свнп,8,,
возлечь,5,свнп,8,,
залечь,4,свнп,8,,
налечь,4,свнп,8,,
облечь,4,св,8,(-г-),
подлечь,5,свнп,8,,
подналечь,7,свнп,8,,
полечь,4,свнп,8,,
приналечь,7,свнп,8,,
слечь,3,свнп,8,,
сесть,2,свнп,7,(-д-),
воссесть,5,свнп,7,(-д-),
засесть,4,свнп,7,(-д-),
засесть,4,свнп,7,(-д-),
насесть,4,свнп,7,(-д-),
насесть,4,свнп,7,(-д-),
обсесть,4,св,7,,
осесть,3,свнп,7,(-д-),
отсесть,4,свнп,7,(-д-),
отсесть,4,свнп,7,(-д-),
присесть,5,свнп,7,(-д-),
присесть,5,свнп,7,(-д-),
подсесть,5,свнп,7,(-д-),
просесть,5,свнп,7,(-д-),
усесть,3,свнп,7,(-д-),
пересесть,6,свнп,7,(-д-),
рассесться,5,св,7,(-д-),
рассесться,5,св,7,(-д-),
ссесться,3,св,7,(-д-),
усесться,3,св,7,(-д-),
толочь,4,нсв,8,(-к-),
втолочь,5,св,8,(-к-),
затолочь,6,св,8,(-к-),
истолочь,6,св,8,(-к-),
натолочь,6,св,8,(-к-),
перетолочь,8,св,8,(-к-),
подтолочь,7,св,8,(-к-),
потолочь,6,св,8,(-к-),
протолочь,7,св,8,(-к-),
растолочь,7,св,8,(-к-),
столочь,5,св,8,(-к-),
утолочь,5,св,8,(-к-),
толочься,4,нсв,8,(-к-),
затолочься,6,св,8,(-к-),
истолочься,6,св,8,(-к-),
перетолочься,8,св,8,(-к-),
потолочься,6,св,8,(-к-),
столочься,5,св,8,(-к-),
утолочься,5,св,8,(-к-),
бежать,4,нсвнп,5,,
бежать,4,свнп,5,,
вбежать,5,свнп,5,,
взбежать,6,свнп,5,,
выбежать,2,свнп,5,,
добежать,6,свнп,5,,
забежать,6,свнп,5,,
избежать,6,свнп,5,,
набежать,6,свнп,5,,
оббежать,6,св,5,,
обежать,5,св,5,,
отбежать,6,свнп,5,,
перебежать,8,св,5,,
побежать,6,свнп,5,,
подбежать,7,свнп,5,,
прибежать,7,свнп,5,,
пробежать,7,св,5,,
сбежать,5,свнп,5,,
убежать,5,свнп,5,,
сбежаться,5,св,5,,
пробежаться,7,св,5,,
разбежаться,7,св,5,,
высыпать,2,св,6,,
всыпать,3,св,6,,
засыпать,4,св,6,,
досыпать,4,св,6,,
насыпать,4,св,6,,
обсыпать,4,св,6,,
осыпать,3,св,6,,
отсыпать,4,св,6,,
пересыпать,6,св,6,,
подсыпать,5,св,6,,
посыпать,4,св,6,,
присыпать,5,св,6,,
просыпать,5,св,6,,
рассыпать,5,св,6,,
ссыпать,3,св,6,,
усыпать,3,св,6,,
высыпаться,2,св,6,,
просыпаться,5,св,6,,
засыпаться,4,св,6,,
насыпаться,4,св,6,,
посыпаться,4,св,6,,
посыпаться,4,св,6,,
езжай,4,_повел.от_нсвнп,1,,
поезжай,6,_повел.от_свнп,1,,
ступай,5,"(_взнач.""иди""_)_повел.от_нсвнп",1,,
полезай,6,_повелот_нсвнп,1,,
аблактировать,7,св-нсв,2,,
абонировать,5,св-нсв,2,,
абонироваться,5,св-нсв,2,,
абордировать,6,св-нсв,2,,
абортировать,6,св-нсв,2,,
абсолютизировать,10,св-нсв,2,,
абсорбировать,7,св-нсв,2,,
абстрагировать,8,св-нсв,2,,
абстрагироваться,8,св-нсв,2,,
авансировать,6,св-нсв,2,,
авизировать,5,св-нсв,2,,
авралить,4,нсвнп,4,,
автоматизировать,10,св-нсв,2,,
автоматизироваться,10,св-нсв,2,,
авторизовать,10,св-нсв,2,,
агитировать,5,нсв,2,,
агломерировать,8,св-нсв,2,,
агломерироваться,8,св-нсв,2,,
агонизировать,7,нсвнп,2,,
адаптировать,6,св-нсв,2,,
адвербиализироваться,12,св-нсв,2,,
адвокатствовать,6,нсвнп,2,,
администрировать,10,нсвнп,2,,
адоптировать,6,св-нсв,2,,
адресовать,8,св-нсв,2,,
адресоваться,8,св-нсв,2,,
адсорбировать,7,св-нсв,2,,
адъективироваться,9,св-нсв,2,,
ажюстировать,6,св-нсв,2,,
азартничать,3,нсвнп,1,,
азотировать,5,св-нсв,2,,
айкать,1,нсвнп,1,,
айкнуть,1,свнп,3,,
акать,1,нсвнп,1,,
акклиматизировать,11,св-нсв,2,,
акклиматизироваться,11,св-нсв,2,,
аккомодировать,8,св-нсвнп,2,,
аккомодироваться,8,св-нсв,2,,
аккомпанировать,9,нсвнп,2,,
аккредитовать,11,св-нсв,2,,
аккумулировать,8,св-нсв,2,,
аккумулироваться,8,нсв,2,,
акробатничать,6,нсвнп,1,,
акробатствовать,6,нсвнп,2,,
актерствовать,"4,4",нсвнп,2,,
активизировать,8,св-нсв,2,,
активизироваться,8,св-нсв,2,,
активировать,6,св-нсв,2,,
актировать,4,св-нсв,2,,
актуализировать,9,св-нсв,2,,
актуализироваться,9,св-нсв,2,,
акушерствовать,5,нсвнп,2,,
акцентировать,7,св-нсв,2,,
акцентуировать,8,св-нсв,2,,
акцептовать,9,св-нсв,2,,
алеть,3,нсвнп,1,,
алеться,3,нсв,1,,
алкать,4,нсвнп,6,,
алкать,4,нсвнп,1,,
амальгамировать,9,св-нсв,2,,
американизировать,11,св-нсв,2,,
американизироваться,11,св-нсв,2,,
амикошонствовать,7,нсвнп,2,,
аммонизировать,8,св-нсв,2,,
амнистировать,7,св-нсв,2,,
амортизировать,8,св-нсв,2,,
амортизироваться,8,св-нсв,2,,
ампутировать,6,св-нсв,2,,
амуриться,3,нсв,4,,
амурничать,3,нсвнп,1,,
анализировать,7,нсв,2,,
анатомировать,7,св-нсв,2,,
ангажировать,6,св-нсв,2,,
ангажироваться,6,св-нсв,2,,
англизировать,7,св-нсв,2,,
англизироваться,7,св-нсв,2,,
анестезировать,8,св-нсв,2,,
анкетировать,6,св-нсв,2,,
аннексировать,7,св-нсв,2,,
аннигилировать,8,св-нсвнп,2,,
аннотировать,6,св-нсв,2,,
аннулировать,6,св-нсв,2,,
анодировать,5,св-нсв,2,,
анонсировать,6,св-нсв,2,,
антиципировать,8,св-нсв,2,,
антрепренерствовать,"10,10",нсвнп,2,,
апеллировать,6,св-нсвнп,2,,
аплодировать,6,нсвнп,2,,
апперципировать,9,св-нсв,2,,
аппретировать,7,св-нсв,2,,
апробировать,6,св-нсв,2,,
аранжировать,6,св-нсв,2,,
аргументировать,9,св-нсв,2,,
арендовать,8,св-нсв,2,,
арестовать,8,св,2,,
арестовывать,6,нсв,1,,
арканить,4,нсв,4,,
армировать,4,св-нсв,2,,
артачиться,4,нсв,4,,
артикулировать,8,нсв,2,,
архаизировать,7,св-нсв,2,,
архипастырствовать,6,нсвнп,2,,
ассенизировать,8,св-нсв,2,,
ассигновать,9,св-нсв,2,,
ассигновывать,7,нсв,1,,
ассимилировать,8,св-нсв,2,,
ассимилироваться,8,св-нсв,2,,
ассистировать,7,нсвнп,2,,
ассоциировать,7,св-нсв,2,,
ассоциироваться,7,св-нсв,2,,
асфальтировать,8,нсв,2,,
атаковать,7,св-нсв,2,,
атаманить,5,нсвнп,4,,
атаманствовать,5,нсвнп,2,,
атрофировать,6,св-нсв,2,,
атрофироваться,6,св-нсв,2,,
аттестовать,9,св-нсв,2,,
аттестоваться,9,св-нсв,2,,
атукать,3,нсвнп,1,,
атукнуть,3,свнп,3,,
аукать,2,нсвнп,1,,
аукаться,2,нсв,1,,
аукнуть,2,свнп,3,,
аукнуться,2,св,3,,
афишировать,5,нсв,2,,
аффектировать,7,св-нсв,2,,
аффинировать,6,св-нсв,2,,
ахать,1,нсвнп,1,,
ахнуть,1,св,3,,
аэрировать,4,нсв,2,,
бабахать,4,нсв,1,,
бабахаться,4,нсв,1,,
бабахнуть,4,св,3,,
бабахнуться,4,св,3,,
бабиться,2,нсв,4,,
бабничать,2,нсвнп,1,,
багрить,2,нсв,4,,
багрить,5,нсв,4,,
багроветь,7,нсвнп,1,,
багрянеть,7,нсвнп,1,,
багрянить,7,нсв,4,,
багряниться,5,нсв,4,,
базарить,4,нсвнп,4,,
базировать,4,нсв,2,,
базироваться,4,нсв,2,,
баклушничать,5,нсвнп,1,,
бактеризовать,11,св-нсв,2,,
балаболить,6,нсвнп,4,,
балаганить,6,нсвнп,4,,
балаганничать,6,нсвнп,1,,
балагурить,6,нсвнп,4,,
балакать,4,нсвнп,1,,
баламутить,6,нсв,4,,
балансировать,7,нсвнп,2,,
балбесничать,5,нсвнп,1,,
балластировать,8,нсв,2,,
баллотировать,7,нсв,2,,
баллотироваться,7,нсв,2,,
баловать,6,нсв,2,,
баловаться,6,нсв,2,,
бальзамировать,8,св-нсв,2,,
балясничать,4,нсвнп,1,,
банить,2,нсв,4,,
банкротиться,6,нсв,4,,
барабанить,6,нсвнп,4,,
барахлить,7,нсвнп,4,,
барахтаться,4,нсв,1,,
барражировать,7,нсвнп,2,,
баррикадировать,9,нсв,2,,
баррикадироваться,9,нсв,2,,
барствовать,2,нсвнп,2,,
барышничать,4,нсвнп,1,,
басить,4,нсвнп,4,,
бастовать,7,нсвнп,2,,
батрачить,5,нсвнп,4,,
бахать,2,нсв,1,,
бахаться,2,нсв,1,,
бахвалиться,5,нсв,4,,
бахнуть,2,св,3,,
бахнуться,2,св,3,,
бацать,2,нсв,1,,
бацаться,2,нсв,1,,
бацнуть,2,св,3,,
бацнуться,2,св,3,,
баюкать,3,нсв,1,,
баять,2,нсв,6,,
бдеть,3,нсвнп,5,,
бегать,2,нсвнп,1,,
беднеть,5,нсвнп,1,,
бедовать,6,нсвнп,2,,
бедокурить,6,нсвнп,4,,
бедствовать,2,нсвнп,2,,
безбожничать,5,нсвнп,1,,
бездействовать,5,нсвнп,2,,
бездельничать,5,нсвнп,1,,
беззаконничать,7,нсвнп,1,,
безмолвствовать,5,нсвнп,2,,
безобразить,7,нсв,4,,
безобразничать,7,нсвнп,1,,
безумствовать,4,нсвнп,2,,
белеть,4,нсвнп,1,,
белеться,4,нсв,1,,
белить,4,нсв,4,,
белить,4,нсв,4,,
белиться,4,нсв,4,,
белиться,4,нсв,4,,
бередить,6,нсв,4,,
беременеть,4,нсвнп,1,,
беречь,4,нсв,8,,
беречься,4,нсв,8,,
беседовать,4,нсвнп,2,,
бесить,4,нсв,4,,
беситься,4,нсв,4,,
бесноваться,7,нсв,2,,
беспокоить,7,нсв,4,,
беспокоиться,7,нсв,4,,
беспризорничать,8,нсвнп,1,,
беспутничать,5,нсвнп,1,,
беспутствовать,5,нсвнп,2,,
бесславить,6,нсв,4,,
бесстыдничать,6,нсвнп,1,,
бесстыдствовать,6,нсвнп,2,,
бесчестить,5,нсв,4,,
бесчинствовать,5,нсвнп,2,,
бетонировать,6,нсв,2,,
бешенствовать,2,нсвнп,2,,
бибикать,4,нсвнп,1,,
бивать,4,нсв,1,,
бинтовать,7,нсв,2,,
бинтоваться,7,нсв,2,,
бисировать,4,св-нсв,2,,
бить,2,нсв,11,,
биться,2,нсв,11,,
бичевать,6,нсв,2,,
благовествовать,13,нсв,2,,
благовестить,3,нсвнп,4,,
благоволить,9,нсвнп,4,,
благоговеть,9,нсвнп,1,,
благодарить,9,нсв,4,,
благодарствовать,7,нсвнп,2,,
благоденствовать,7,нсвнп,2,,
благодетельствовать,7,нсвнп,2,,
благодушествовать,7,нсвнп,2,,
благожелательствовать,9,нсвнп,2,,
благоприятствовать,9,нсвнп,2,,
благородить,7,нсв,4,,
благословить,10,св,4,,
благословиться,10,св,4,,
благословлять,11,нсв,1,,
благословляться,11,нсв,1,,
благотворительствовать,10,нсвнп,2,,
благотворить,10,нсвнп,4,,
благоустраивать,10,нсв,1,,
благоустраиваться,10,нсв,1,,
благоустроить,10,св,4,,
благоустроиться,10,св,4,,
благоухать,8,нсвнп,1,,
блаженствовать,5,нсвнп,2,,
блажить,5,нсвнп,4,,
блевать,5,нсвнп,2,,
бледнеть,6,нсвнп,1,,
бледнить,6,нсв,4,,
блекнуть,"3,3",нсвнп,3,,
блеснуть,6,свнп,3,,
блестеть,6,нсвнп,5,,
блефовать,7,нсвнп,2,,
блеять,3,нсвнп,6,,
близиться,3,нсв,4,,
блиндировать,10,св-нсв,2,,
блинтовать,8,нсв,2,,
блистать,6,нсвнп,1,,
блистать,6,нсвнп,6,,
блокировать,5,св-нсв,2,,
блокироваться,5,св-нсв,2,,
блудить,5,нсвнп,4,,
блудить,5,нсвнп,4,,
блуждать,6,нсвнп,1,,
блюсти,6,нсв,7,(-д-),
богатеть,6,нсвнп,1,,
богатить,6,нсв,4,,
богословствовать,7,нсвнп,2,,
боготворить,9,нсв,4,,
богохульничать,6,нсвнп,1,,
богохульствовать,6,нсвнп,2,,
бодать,4,нсв,1,,
бодаться,4,нсв,1,,
боднуть,5,св,3,,
бодрить,5,нсв,4,,
бодриться,5,нсв,4,,
бодрствовать,2,нсвнп,2,,
божиться,4,нсв,4,,
бойкотировать,7,св-нсв,2,,
боксировать,5,нсвнп,2,,
болеть,4,нсвнп,1,,
болеть,4,нсвнп,5,,
болтать,5,нсв,1,,
болтаться,5,нсв,1,,
болтнуть,6,св,3,,
болтнуться,6,св,3,,
болтыхать,7,нсв,1,,
большевизировать,10,св-нсв,2,,
большевизироваться,10,св-нсв,2,,
бомбардировать,12,нсв,2,,
бомбить,5,нсв,4,,
бондарить,5,нсвнп,4,,
бормотать,7,нсв,6,,
бороздить,7,нсв,4,,
бороздиться,7,нсв,4,,
боронить,6,нсв,4,,
бороновать,8,нсв,2,,
бороться,4,нсв,10,,
бортничать,2,нсвнп,1,,
ботанизировать,8,нсв,2,,
бочарничать,4,нсвнп,1,,
бояться,3,нсв,5,,
бравировать,5,нсвнп,2,,
бражничать,3,нсвнп,1,,
браковать,7,нсв,2,,
бранивать,3,нсв,1,,
бранить,5,нсв,4,,
браниться,5,нсв,4,,
брататься,5,нсв,1,,
брать,3,нсв,6,,
браться,3,нсв,6,,
бредить,3,нсвнп,4,,
бредиться,3,нсв,4,,
брезгать,3,нсвнп,1,,
брезговать,3,нсвнп,2,,
брезжить,3,нсвнп,4,,
брезжиться,3,нсв,4,,
бременить,7,нсв,4,,
бренчать,6,нсвнп,5,,
брести,6,нсвнп,7,,
брехать,5,нсвнп,6,,
брехнуть,6,свнп,3,,
бригадирствовать,7,нсвнп,2,,
брикетировать,7,св-нсв,2,,
брить,3,нсв,12,,
бриться,3,нсв,12,,
бродить,5,нсвнп,4,,
бродяжить,5,нсвнп,4,,
бродяжничать,5,нсвнп,1,,
бронзировать,10,св-нсв,2,,
бронировать,5,св-нсв,2,,
бронировать,9,св-нсв,2,,
бросать,5,нсв,1,,
бросаться,5,нсв,1,,
бросить,3,св,4,,
броситься,3,св,4,,
брошюровать,9,нсв,2,,
брусовать,7,нсв,2,,
брызгать,3,нсвнп,6,,
брызгать,3,нсв,1,,
брызгаться,3,нсв,1,,
брызгаться,3,нсв,6,,
брызнуть,3,св,3,,
брыкать,5,нсв,1,,
брыкаться,5,нсв,1,,
брыкнуть,6,св,3,,
брыкнуться,6,св,3,,
брюзгнуть,3,нсвнп,3,,
брюзжать,6,нсвнп,5,,
брюхатеть,5,нсвнп,1,,
брюхатить,5,нсв,4,,
брякать,3,нсв,1,,
брякаться,3,нсв,1,,
брякнуть,3,св,3,,
брякнуться,3,св,3,,
бряцать,5,нсвнп,1,,
бубнить,5,нсв,4,,
бугрить,5,нсв,4,,
будировать,4,нсвнп,2,,
будить,4,нсв,4,,
будоражить,6,нсв,4,,
будоражиться,6,нсв,4,,
бужировать,4,нсв,2,,
бузить,4,нсвнп,4,,
бузовать,6,нсв,2,,
буйствовать,2,нсвнп,2,,
буккеровать,9,нсв,2,,
буксировать,5,нсв,2,,
буксовать,7,нсвнп,2,,
булгачить,5,нсв,4,,
бултыхать,7,нсв,1,,
бултыхаться,7,нсв,1,,
бултыхнуть,5,св,3,,
бултыхнуться,5,св,3,,
булькать,2,нсвнп,1,,
булькнуть,2,свнп,3,,
бункеровать,9,нсв,2,,
бунтовать,7,нсв,2,,
бунтоваться,7,нсв,2,,
буравить,4,нсв,4,,
буреть,4,нсвнп,1,,
бурить,4,нсв,4,,
буркать,2,нсв,1,,
буркнуть,2,св,3,,
бурлачить,5,нсвнп,4,,
бурлить,5,нсвнп,4,,
буровить,4,нсв,4,,
буртовать,7,нсв,2,,
бурчать,5,нсвнп,5,,
бутить,4,нсв,4,,
бутузить,4,нсв,4,,
буффонить,5,нсвнп,4,,
бухать,2,нсв,1,,
бухаться,2,нсв,1,,
бухнуть,2,св,3,,
бухнуть,2,нсв,3,,
бухнуться,2,св,3,,
бучить,2,нсв,4,,
бушевать,6,нсвнп,2,,
буянить,3,нсвнп,4,,
бывать,4,нсвнп,1,,
бытовать,6,нсвнп,2,,
бычиться,4,нсв,4,,
бюллетенить,7,нсвнп,4,,
бюрократизировать,11,св-нсв,2,,
бюрократизироваться,11,св-нсв,2,,
бякать,2,нсвнп,1,,
вабить,2,нсв,4,,
важивать,2,нсв,1,,
важничать,2,нсвнп,1,,
ваксить,2,нсв,4,,
вакцинировать,7,св-нсв,2,,
валандаться,4,нсв,1,,
валить,4,нсв,4,,
валить,4,нсвнп,4,,
валиться,4,нсв,4,,
вальсировать,6,нсвнп,2,,
вальцевать,8,нсв,2,,
валять,4,нсв,1,,
валяться,4,нсв,1,,
варганить,5,нсв,4,,
варить,4,нсв,4,,
вариться,4,нсв,4,,
варьировать,5,нсв,2,,
варьироваться,5,нсв,2,,
ваять,3,нсв,1,,
вбегать,5,нсвнп,1,,
вбивать,5,нсв,1,,
вбирать,5,нсв,1,,
вбираться,5,нсв,1,,
вбить,3,св,11,,
вбрасывать,4,нсв,1,,
вбросать,6,св,1,,
вбросить,4,св,4,,
вбухать,3,св,1,,
вбухаться,3,св,1,,
вбухивать,3,нсвнп,1,,
вбухиваться,3,нсв,1,,
вбухнуть,3,св,3,,
вбухнуться,3,св,3,,
вваливать,3,нсв,1,,
вваливаться,3,нсв,1,,
ввалить,5,св,4,,
ввалиться,5,св,4,,
вваривать,3,нсв,1,,
вварить,5,св,4,,
ввезти,6,св,7,,
ввергать,6,нсв,1,,
ввергаться,6,нсв,1,,
ввергнуть,3,св,3,,
ввергнуться,3,св,3,,
вверзиться,3,св,4,,
вверить,3,св,4,,
ввериться,3,св,4,,
ввернуть,6,св,3,,
вверстать,7,св,1,,
вверстывать,"3,3",нсв,1,,
ввертеть,6,св,5,,
ввертывать,"3,3",нсв,1,,
вверчивать,3,нсв,1,,
вверять,5,нсв,1,,
вверяться,5,нсв,1,,
ввести,6,св,7,,
ввивать,5,нсв,1,,
ввинтить,6,св,4,,
ввинтить,6,св,4,,
ввинтиться,6,св,4,,
ввинтиться,6,св,4,,
ввинчивать,3,нсв,1,,
ввинчиваться,3,нсв,1,,
ввить,3,св,11,,
вводить,5,нсв,4,,
ввозить,5,нсв,4,,
вволакивать,5,нсв,1,,
вволочить,7,св,4,,
вволочь,5,св,8,(-к-),
вворачивать,5,нсв,1,,
вворотить,7,св,4,,
ввязать,5,св,6,,
ввязать,5,нсвнп,1,,
ввязаться,5,св,6,,
ввязнуть,3,свнп,3,,
ввязывать,3,нсв,1,,
ввязываться,3,нсв,1,,
вгибать,5,нсв,1,,
вгибаться,5,нсв,1,,
вглядеться,6,св,5,,
вглядываться,4,нсв,1,,
вгнездиться,7,св,4,,
вгонять,5,нсв,1,,
вгрызаться,6,нсв,1,,
вгрызться,4,св,7,,
вдаваться,5,нсв,13,,
вдавить,5,св,4,,
вдавиться,5,св,4,,
вдавливать,3,нсв,1,,
вдавливаться,3,нсв,1,,
вдалбливать,3,нсв,1,,
вдарить,3,св,4,,
вдвигать,6,нсв,1,,
вдвигаться,6,нсв,1,,
вдвинуть,4,св,3,,
вдвинуться,4,св,3,,
вдевать,5,нсв,1,,
вдеваться,5,нсв,1,,
вделать,3,св,1,,
вделывать,3,нсв,1,,
вдергивать,"3,3",нсв,1,,
вдернуть,"3,3",св,3,,
вдеть,3,св,15,,
вдеться,3,св,15,,
вдоветь,5,нсвнп,1,,
вдовствовать,3,нсвнп,2,,
вдолбить,6,св,4,,
вдохновить,8,св,4,,
вдохновиться,8,св,4,,
вдохновлять,9,нсв,1,,
вдохновляться,9,нсв,1,,
вдохнуть,6,св,3,,
вдувать,5,нсв,1,,
вдуматься,3,св,1,,
вдумываться,3,нсв,1,,
вдунуть,3,св,3,,
вдуть,3,св,12,,
вдыхать,5,нсв,1,,
вегетарианствовать,9,нсвнп,2,,
ведать,2,нсв,1,,
ведренеть,7,нсвнп,1,,
везти,5,нсв,7,,
везти,5,нсвнп,7,,
вековать,6,нсвнп,2,,
велеть,4,св-нсв(_новпрош.иинф.преимущ._св)нп,5,,
великодушествовать,8,нсвнп,2,,
великодушничать,8,нсвнп,1,,
величать,6,нсв,1,,
величаться,6,нсв,1,,
вентилировать,7,нсв,2,,
венчать,5,св-нсв,1,,
венчать,5,нсв,1,,
венчать,5,нсв,1,,
венчаться,5,св-нсв,1,,
венчаться,5,нсв,1,,
вербовать,7,нсв,2,,
вередить,6,нсв,4,,
верезжать,7,нсвнп,5,,
верещать,6,нсвнп,5,,
верить,2,нсвнп,4,,
вериться,2,нсв,4,,
вернуть,5,св,3,,
вернуться,5,св,3,,
веровать,2,нсвнп,2,,
вероломствовать,6,нсвнп,2,,
верстать,6,нсв,1,,
вертеть,5,нсв,5,,
вертеться,5,нсв,5,,
вертопрашничать,8,нсвнп,1,,
верховенствовать,7,нсвнп,2,,
верховодить,7,нсвнп,4,,
верхоглядничать,8,нсвнп,1,,
вершить,5,нсв,4,,
веселеть,6,нсвнп,1,,
веселить,6,нсв,4,,
веселиться,6,нсв,4,,
весить,2,нсв,4,,
вести,5,нсв,7,,
вестись,5,нсв,7,,
ветвиться,5,нсв,4,,
ветренеть,7,нсвнп,1,,
ветреничать,2,нсвнп,1,,
ветреть,5,нсвнп,1,,
ветреть,2,нсвнп,1,,
ветшать,5,нсвнп,1,,
вечереть,6,нсвнп,1,,
вечерять,4,нсвнп,1,,
вешать,2,нсв,1,,
вешаться,2,нсв,1,,
вешить,4,нсв,4,,
вещать,4,нсв,1,,
веять,2,нсв,6,,
вжать,3,св,14,(-м-),
вжаться,3,св,14,(-м-),
вживаться,5,нсв,1,,
вживить,5,св,4,,
вживлять,6,нсв,1,,
вжимать,5,нсв,1,,
вжиматься,5,нсв,1,,
вжиться,3,св,16,,
взаимодействовать,8,нсвнп,2,,
взалкать,6,свнп,1,,
взбадривать,4,нсв,1,,
взбадриваться,4,нсв,1,,
взбаламутить,8,св,4,,
взбаламутиться,8,св,4,,
взбалтывать,4,нсв,1,,
взбалтываться,4,нсв,1,,
взбегать,6,нсвнп,1,,
взбеленить,8,св,4,,
взбелениться,8,св,4,,
взбесить,6,св,4,,
взбеситься,6,св,4,,
взбивать,6,нсв,1,,
взбиваться,6,нсв,1,,
взбираться,6,нсв,1,,
взбить,4,св,11,,
взбиться,4,св,11,,
взблескивать,"5,5",нсвнп,1,,
взблеснуть,8,свнп,3,,
взбодрить,7,св,4,,
взбодриться,7,св,4,,
взболтать,7,св,1,,
взболтаться,7,св,1,(-А-),
взболтнуть,8,св,3,,
взбороздить,9,св,4,,
взборонить,8,св,4,,
взбороновать,10,св,2,,
взбрасывать,5,нсв,1,,
взбредать,7,нсвнп,1,,
взбрести,8,свнп,7,,
взбросить,5,св,4,,
взбрызгивать,5,нсв,1,,
взбрызнуть,5,св,3,,
взбрыкивать,5,нсвнп,1,,
взбрыкнуть,8,свнп,3,,
взбугрить,7,св,4,,
взбугриться,7,св,4,,
взбудораживать,8,нсв,1,,
взбудораживаться,8,нсв,1,,
взбудоражить,10,св,4,,
взбудоражиться,8,св,4,,
взбулгачить,7,св,4,,
взбунтовать,9,св,2,,
взбунтоваться,9,св,2,,
взбурлить,7,св,4,,
взбутетенить,8,св,4,,
взбухать,6,нсвнп,1,,
взбухнуть,4,свнп,3,,
взбучить,4,св,4,,
взбучить,4,св,4,,
взбушевать,8,свнп,2,,
взбушеваться,8,св,2,,
взваливать,4,нсв,1,,
взвалить,6,св,4,,
взваривать,4,нсв,1,,
взварить,6,св,4,,
взвевать,6,нсв,1,,
взвеваться,6,нсв,1,,
взвезти,7,св,7,,
взвеселить,8,св,4,,
взвеселиться,8,св,4,,
взвеселять,8,нсв,1,,
взвеселяться,8,нсв,1,,
взвесить,4,св,4,,
взвеситься,4,св,4,,
взвести,7,св,7,,
взвестись,7,св,7,,
взвешивать,4,нсв,1,,
взвешиваться,4,нсв,1,,
взвеять,4,св,6,,
взвеяться,4,св,6,,
взвивать,6,нсв,1,,
взвиваться,6,нсв,1,,
взвизгивать,4,нсвнп,1,,
взвизгнуть,4,свнп,3,,
взвинтить,7,св,4,,
взвинтить,7,св,4,,
взвинтиться,7,св,4,,
взвинтиться,7,св,4,,
взвинчивать,4,нсв,1,,
взвинчиваться,4,нсв,1,,
взвить,4,св,11,,
взвиться,4,св,11,,
взвихрить,4,св,4,,
взвихрить,7,св,4,,
взвихриться,4,св,4,,
взводить,6,нсв,4,,
взводиться,6,нсв,4,,
взвозить,6,нсв,4,,
взволакивать,6,нсв,1,,
взволновать,9,св,2,,
взволноваться,9,св,2,,
взволочить,8,св,4,,
взволочь,6,св,8,(-к-),
взворошить,8,св,4,,
взвывать,6,нсвнп,1,,
взвыть,4,свнп,12,,
взгадать,6,св,1,,
взглядывать,5,нсвнп,1,,
взглянуть,7,свнп,3,,
взглянуться,7,св,3,,
взгомозить,8,св,4,,
взгомозиться,8,св,4,,
взгомонить,8,св,4,,
взгомониться,8,св,4,,
взгорбить,4,св,4,,
взгорбиться,4,св,4,,
взгревать,7,нсв,1,,
взгреметь,7,свнп,5,,
взгреть,5,св,12,,
взгромождать,10,нсв,1,,
взгромождаться,10,нсв,1,,
взгромоздить,10,св,4,,
взгромоздиться,10,св,4,,
взгрустнуть,9,свнп,3,,
взгрустнуться,9,св,3,,
вздваивать,5,нсв,1,,
вздваивать,5,нсв,1,,
вздвоить,6,св,4,,
вздвоить,5,св,4,,
вздевать,6,нсв,1,,
вздергивать,"4,4",нсв,1,,
вздергиваться,"4,4",нсв,1,,
вздернуть,"4,4",св,3,,
вздернуться,"4,4",св,3,,
вздеть,4,св,15,,
вздорить,4,нсвнп,4,,
вздорожать,8,свнп,1,,
вздохнуть,7,свнп,3,,
вздрагивать,5,нсвнп,1,,
вздремнуть,8,свнп,3,,
вздремнуться,8,св,3,,
вздрогнуть,5,свнп,3,,
вздрючивать,5,нсв,1,,
вздрючить,5,св,4,,
вздувать,6,нсв,1,,
вздуваться,6,нсв,1,,
вздумать,4,свнп,1,,
вздуматься,4,св,1,,
вздурить,6,свнп,4,,
вздуриться,6,св,4,,
вздуть,4,св,12,,
вздуть,4,св,12,,
вздуться,4,св,12,,
вздыбить,4,св,4,,
вздыбиться,4,св,4,,
вздыбливать,4,нсв,1,,
вздымать,6,нсв,1,,
вздыматься,6,нсв,1,,
вздыхать,6,нсвнп,1,,
взимать,5,нсв,1,,
взирать,5,нсвнп,1,,
взлаивать,4,нсвнп,1,,
взламывать,4,нсв,1,,
взлезать,6,нсвнп,1,,
взлезть,4,свнп,7,,
взлелеять,6,св,6,,
взлетать,6,нсвнп,1,,
взлететь,6,свнп,5,,
взломать,6,св,1,,
взлохматить,7,св,4,,
