word,accent,gram,infltype,label,forms
вскарабкиваться,6,нсв,1,,
вскармливать,4,нсв,1,,
вскатить,6,св,4,,
вскатывать,4,нсв,1,,
вскидывать,4,нсв,1,,
вскидываться,4,нсв,1,,
вскинуть,4,св,3,,
вскинуться,4,св,3,,
вскипать,6,нсвнп,1,,
вскипеть,6,свнп,5,,
вскипятить,8,св,4,,
вскипятиться,8,св,4,,
вскисать,6,нсвнп,1,,
вскиснуть,4,свнп,3,,
всклепать,7,св,6,,
всклокотать,9,свнп,6,,
всклокочивать,7,нсв,1,,
всклокочиваться,7,нсв,1,,
всклокочить,7,св,4,,
всклокочиться,7,св,4,,
всклочивать,5,нсв,1,,
всклочиваться,5,нсв,1,,
всклочить,5,св,4,,
всклочиться,5,св,4,,
всколебать,8,св,6,,
всколебаться,8,св,6,,
всколотить,8,св,4,,
всколошматить,9,св,4,,
всколупнуть,9,св,3,,
всколупывать,6,нсв,1,,
всколыхать,8,св,6,,
всколыхать,8,св,1,,
всколыхаться,8,св,6,,
всколыхаться,8,св,1,,
всколыхивать,6,нсв,1,,
всколыхиваться,6,нсв,1,,
всколыхнуть,9,св,3,,
всколыхнуться,9,св,3,,
вскользнуть,9,свнп,3,,
вскопать,6,св,1,,
вскормить,7,св,4,,
вскоробить,6,св,4,,
вскородить,8,св,4,,
вскосматить,7,св,4,,
вскосмачивать,7,нсв,1,,
вскочить,6,свнп,4,,
вскрикивать,5,нсвнп,1,,
вскрикнуть,5,свнп,3,,
вскричать,7,свнп,5,,
вскружить,7,св,4,,
вскружить,7,св,4,,
вскружиться,7,св,4,,
вскружиться,7,св,4,,
вскрывать,7,нсв,1,,
вскрываться,7,нсв,1,,
вскрыть,5,св,12,,
вскрыться,5,св,12,,
вскрякивать,5,нсвнп,1,,
вскрякнуть,5,свнп,3,,
вслушаться,4,св,1,,
вслушиваться,4,нсв,1,,
всматриваться,4,нсв,1,,
всмотреться,7,св,5,(-А-),
всовать,5,св,2,,
всовывать,3,нсв,1,,
всосать,5,св,6,,
всосаться,5,св,6,(-А-),
вспаивать,4,нсв,1,,
вспаривать,4,нсв,1,,
вспарить,4,св,4,,
вспархивать,4,нсвнп,1,,
вспарывать,4,нсв,1,,
вспахать,6,св,6,,
вспахивать,4,нсв,1,,
вспенивать,4,нсв,1,,
вспениваться,4,нсв,1,,
вспенить,4,св,4,,
вспениться,4,св,4,,
вспетушиться,8,св,4,,
всплакнуть,8,свнп,3,,
всплакнуться,8,св,3,,
всплескивать,"5,5",нсв,1,,
всплескиваться,"5,5",нсв,1,,
всплеснуть,8,св,3,,
всплеснуться,8,св,3,,
всплывать,7,нсвнп,1,,
всплыть,5,свнп,16,,
вспоить,5,св,4,,
вспоить,5,св,4,,
всполаскивать,6,нсв,1,,
всползать,7,нсвнп,1,,
всползти,8,свнп,7,,
всполоснуть,9,св,3,,
всполохнуть,9,св,3,,
всполохнуться,9,св,3,,
всполошить,8,св,4,,
всполошиться,8,св,4,,
вспоминать,8,нсв,1,,
вспоминать,8,нсв,1,,
вспоминаться,8,нсв,1,,
вспомнить,4,св,4,,
вспомниться,4,св,4,,
вспомоществовать,14,нсвнп,2,,
вспомянуть,8,св,3,,
вспороть,6,св,10,,
вспорхнуть,8,свнп,3,,
вспотеть,6,свнп,1,,
вспрыгивать,5,нсвнп,1,,
вспрыгнуть,5,свнп,3,,
вспрыскивать,5,нсв,1,,
вспрыснуть,5,св,3,,
вспугивать,4,нсв,1,,
вспугнуть,7,св,3,,
вспузыриваться,6,нсв,1,,
вспузыриться,8,св,4,,
вспухать,6,нсвнп,1,,
вспухнуть,4,свнп,3,,
вспучивать,4,нсв,1,,
вспучиваться,4,нсв,1,,
вспучить,4,св,4,,
вспучиться,4,св,4,,
вспылить,6,свнп,4,,
вспыхивать,4,нсвнп,1,,
вспыхнуть,4,свнп,3,,
вставать,6,нсвнп,13,,
вставить,4,св,4,,
вставиться,4,св,4,,
вставлять,7,нсв,1,,
вставляться,7,нсв,1,,
встаскивать,4,нсв,1,,
встаскиваться,4,нсв,1,,
встать,4,свнп,15,,
встащить,6,св,4,,
встащиться,6,св,4,,
встопорщить,6,св,4,,
встопорщиться,6,св,4,,
встраивать,5,нсв,1,,
встревать,7,нсвнп,1,,
встревожить,7,св,4,,
встревожиться,7,св,4,,
встрепать,7,св,6,,
встрепенуться,9,св,3,,
встрепывать,"5,5",нсв,1,,
встрепыхаться,9,св,1,,
встретить,5,св,4,,
встретиться,5,св,4,,
встречать,7,нсв,1,,
встречаться,7,нсв,1,,
встроить,5,св,4,,
встрять,5,свнп,15,,
встряхивать,5,нсв,1,,
встряхиваться,5,нсв,1,,
встряхнуть,8,св,3,,
встряхнуться,8,св,3,,
вступать,6,нсвнп,1,,
вступаться,6,нсв,1,,
вступить,6,свнп,4,,
вступиться,6,св,4,,
всунуть,3,св,3,,
всучивать,3,нсв,1,,
всучить,5,св,4,,
всучить,5,св,4,,
всхлипнуть,5,свнп,3,,
всхлипывать,5,нсвнп,1,,
всходить,6,нсвнп,4,,
всхолить,4,св,4,,
всхолмить,7,св,4,,
всхохлатить,7,св,4,,
всхохлачивать,7,нсв,1,,
всхрапнуть,8,свнп,3,,
всхрапывать,5,нсвнп,1,,
всыпать,5,нсв,1,,
вталкивать,3,нсв,1,,
вталкиваться,3,нсв,1,,
втаптывать,3,нсв,1,,
втаскать,6,св,1,,
втаскивать,3,нсв,1,,
втаскиваться,3,нсв,1,,
втасовать,7,св,2,,
втасовывать,5,нсв,1,,
втачать,5,св,1,,
втачивать,3,нсв,1,,
втащить,5,св,4,,
втащиться,5,св,4,,
втекать,5,нсвнп,1,,
втекать,5,нсвнп,1,,
втемяшивать,5,нсв,1,,
втемяшиваться,5,нсв,1,,
втемяшить,5,св,4,,
втемяшиться,5,св,4,,
втереть,5,св,9,,
втереться,5,св,9,,
втесаться,5,св,6,(-ё-),
втеснить,6,св,4,,
втеснять,6,нсв,1,,
втесываться,"3,3",нсв,1,,
втечь,3,свнп,8,,
втирать,5,нсв,1,,
втираться,5,нсв,1,,
втискать,3,св,1,,
втискаться,3,св,1,,
втискивать,3,нсв,1,,
втискиваться,3,нсв,1,,
втиснуть,3,св,3,,
втиснуться,3,св,3,,
втолкать,6,св,1,,
втолкаться,6,св,1,,
втолкнуть,7,св,3,,
втолкнуться,7,св,3,,
втолковать,8,св,2,,
втолковывать,6,нсв,1,,
втоптать,6,св,6,,
вторачивать,5,нсв,1,,
вторгаться,6,нсв,1,,
вторгнуться,3,св,3,,
вторить,3,нсвнп,4,,
второчить,7,св,4,,
втравить,6,св,4,,
втравиться,6,св,4,,
втравливать,4,нсв,1,,
втравливаться,4,нсв,1,,
втравлять,7,нсв,1,,
втравляться,7,нсв,1,,
втрамбовать,9,св,2,,
втрамбовывать,7,нсв,1,,
втрескаться,4,св,1,,
втыкать,5,нсв,1,,
втыкаться,5,нсв,1,,
втюриться,3,св,4,,
втягивать,3,нсв,1,,
втягиваться,3,нсв,1,,
втянуть,5,св,3,,
втянуться,5,св,3,,
втяпаться,3,св,1,,
втяпываться,3,нсв,1,,
вуалировать,5,нсв,2,,
вулканизировать,9,св-нсв,2,,
вулканизовать,11,св-нсв,2,,
вульгаризировать,10,св-нсв,2,,
входить,5,нсвнп,4,,
вцедить,5,св,4,,
вцеживать,3,нсв,1,,
вцепиться,5,св,4,,
вцепляться,6,нсв,1,,
вчертить,6,св,4,,
вчерчивать,3,нсв,1,,
вчинить,5,св,4,,
вчинять,5,нсв,1,,
вчитаться,5,св,1,,
вчитываться,3,нсв,1,,
вчувствоваться,3,св,2,,
вшибать,5,нсв,1,,
вшивать,5,нсв,1,,
вшиветь,3,нсвнп,1,,
вшить,3,св,11,,
въедаться,5,нсв,1,,
въезжать,6,нсвнп,1,,
выбалтывать,4,нсв,1,,
выбалтываться,4,нсв,1,,
выбегать,2,св,1,,
выбегать,6,нсвнп,1,,
выбегаться,2,св,1,,
выбеливать,4,нсв,1,,
выбеливаться,4,нсв,1,,
выбелить,2,св,4,,
выбелиться,2,св,4,,
выбивать,6,нсв,1,,
выбиваться,6,нсв,1,,
выбирать,6,нсв,1,,
выбираться,6,нсв,1,,
выбить,2,св,11,,
выбиться,2,св,11,,
выблевать,2,св,2,,
выблеваться,2,св,2,,
выблевнуть,2,св,3,,
выблевывать,"5,5",нсв,1,,
выблевываться,"5,5",нсв,1,,
выболеть,2,свнп,5,,
выболтать,2,св,1,,
выболтаться,2,св,1,(-А-),
выболтнуть,2,св,3,,
выборонить,2,св,4,,
выбраковать,2,св,2,,
выбраковывать,7,нсв,1,,
выбранить,2,св,4,,
выбраниться,2,св,4,,
выбрасывать,5,нсв,1,,
выбрасываться,5,нсв,1,,
выбрать,2,св,6,,
выбраться,2,св,6,,
выбредать,7,нсвнп,1,,
выбрести,2,свнп,7,,
выбривать,7,нсв,1,,
выбриваться,7,нсв,1,,
выбрить,2,св,12,,
выбриться,2,св,12,,
выбродить,2,свнп,4,,
выбродиться,2,св,4,,
выбронзировать,2,св,2,,
выбросать,2,св,1,,
выбросить,2,св,4,,
выброситься,2,св,4,,
выбрызгать,2,св,1,,
выбрызгивать,5,нсв,1,,
выбрызнуть,2,св,3,,
выбуксировать,2,св,2,,
выбуравить,2,св,4,,
выбуравливать,6,нсв,1,,
выбуривать,4,нсв,1,,
выбурить,2,св,4,,
выбутить,2,св,4,,
выбухать,2,св,1,,
выбухивать,4,нсв,1,,
выбухнуть,2,св,3,,
выбучивать,4,нсв,1,,
выбучивать,4,нсв,1,,
выбучить,2,св,4,,
выбывать,6,нсвнп,1,,
вываживать,4,нсв,1,,
вываливать,4,нсв,1,,
вываливать,4,нсв,1,,
вываливаться,4,нсв,1,,
вываливаться,4,нсв,1,,
вывалить,2,св,4,,
вывалиться,2,св,4,,
вывалять,2,св,1,,
вываляться,2,св,1,,
вываривать,4,нсв,1,,
вывариваться,4,нсв,1,,
выварить,2,св,4,,
вывариться,2,св,4,,
выващивать,4,нсв,1,,
выведать,2,св,1,,
выведривать,4,нсвнп,1,,
выведрить,2,свнп,4,,
выведывать,4,нсв,1,,
вывезти,2,св,7,,
вывеивать,4,нсв,1,,
вывеиваться,4,нсв,1,,
выверить,2,св,4,,
вывернуть,2,св,3,,
вывернуться,2,св,3,,
вывертеть,2,св,5,,
вывертывать,"4,4",нсв,1,,
вывертываться,"4,4",нсв,1,,
выверчивать,4,нсв,1,,
вывершивать,4,нсв,1,,
вывершить,2,св,4,,
выверять,6,нсв,1,,
вывесить,2,св,4,,
вывести,2,св,7,,
вывестись,2,св,7,,
выветривать,4,нсв,1,,
выветриваться,4,нсв,1,,
выветрить,2,св,4,,
выветриться,2,св,4,,
вывешивать,4,нсв,1,,
вывешивать,4,нсв,1,,
вывешить,2,св,4,,
вывеять,2,св,6,,
вывеяться,2,св,6,,
вывивать,6,нсв,1,,
вывинтить,2,св,4,,
вывинтиться,2,св,4,,
вывинчивать,4,нсв,1,,
вывинчиваться,4,нсв,1,,
вывить,2,св,11,,
вывихивать,4,нсв,1,,
вывихнуть,2,св,3,,
выводить,6,нсв,4,,
выводить,2,св,4,,
выводиться,6,нсв,4,,
вывозить,6,нсв,4,,
вывозить,2,св,4,,
вывозиться,2,св,4,,
выволакивать,6,нсв,1,,
выволочить,2,св,4,,
выволочь,2,св,8,(-к-),
выворачивать,6,нсв,1,,
выворачивать,6,нсв,1,,
выворачиваться,6,нсв,1,,
выворотить,2,св,4,,
выворотиться,2,св,4,,
вывощить,2,св,4,,
вывязать,2,св,6,,
вывязывать,4,нсв,1,,
вывяливать,4,нсв,1,,
вывяливаться,4,нсв,1,,
вывялить,2,св,4,,
вывялиться,2,св,4,,
выгадать,2,св,1,,
выгадывать,4,нсв,1,,
выгатить,2,св,4,,
выгачивать,4,нсв,1,,
выгибать,6,нсв,1,,
выгибаться,6,нсв,1,,
выгладить,2,св,4,,
выгладиться,2,св,4,,
выгладывать,5,нсв,1,,
выглаживать,5,нсв,1,,
выглаживаться,5,нсв,1,,
выглодать,2,св,6,,
выглодать,2,св,1,,
выглядеть,2,нсвнп,5,,
выглядеть,2,св,5,,
выглядывать,5,нсвнп,1,,
выглядывать,5,нсв,1,,
выглянуть,2,свнп,3,,
выгнать,2,св,5,,
выгнивать,7,нсвнп,1,,
выгнить,2,свнп,12,,
выгнуть,2,св,3,,
выгнуться,2,св,3,,
выговаривать,6,нсв,1,,
выговариваться,6,нсв,1,,
выговорить,2,св,4,,
выговориться,2,св,4,,
выгонять,6,нсв,1,,
выгораживать,6,нсв,1,,
выгораживаться,6,нсв,1,,
выгорать,6,нсвнп,1,,
выгореть,2,свнп,5,,
выгородить,2,св,4,,
выгородиться,2,св,4,,
выгравировать,2,св,2,,
выгранивать,5,нсв,1,,
выгранить,2,св,4,,
выгребать,7,нсв,1,,
выгребаться,7,нсв,1,,
выгрести,2,св,7,(-б-),
выгрестись,2,св,7,(-б-),
выгружать,7,нсв,1,,
выгружаться,7,нсв,1,,
выгрузить,2,св,4,,
выгрузиться,2,св,4,,
выгрызать,7,нсв,1,,
выгрызть,2,св,7,,
выгрязнить,2,св,4,,
выгрязниться,2,св,4,,
выгуливать,4,нсв,1,,
выгуливаться,4,нсв,1,,
выгулять,2,св,1,,
выгуляться,2,св,1,,
выдавать,6,нсв,13,,
выдаваться,6,нсв,13,,
выдавить,2,св,4,,
выдавиться,2,св,4,,
выдавливать,4,нсв,1,,
выдавливаться,4,нсв,1,,
выдаивать,4,нсв,1,,
выдалбливать,4,нсв,1,,
выдвигать,7,нсв,1,,
выдвигаться,7,нсв,1,,
выдвинуть,2,св,3,,
выдвинуться,2,св,3,,
выдворить,2,св,4,,
выдворять,7,нсв,1,,
выделать,2,св,1,,
выделить,2,св,4,,
выделиться,2,св,4,,
выделывать,4,нсв,1,,
выделять,6,нсв,1,,
выделяться,6,нсв,1,,
выдергать,2,св,1,,
выдергивать,"4,4",нсв,1,,
выдергиваться,"4,4",нсв,1,,
выдержать,2,св,5,,
выдержаться,2,св,5,,
выдерживать,4,нсв,1,,
выдерживаться,4,нсв,1,,
выдернуть,2,св,3,,
выдернуться,2,св,3,,
выдирать,6,нсв,1,,
выдираться,6,нсв,1,,
выдоить,2,св,4,,
выдолбить,2,св,4,,
выдохнуть,2,св,3,,
выдохнуться,2,св,3,,
выдраивать,5,нсв,1,,
выдраить,2,св,4,,
выдрать,2,св,6,,
выдрать,2,св,6,,
выдраться,2,св,6,,
выдрессировать,2,св,2,,
выдрессироваться,2,св,2,,
выдубить,2,св,4,,
выдувать,6,нсв,1,,
выдумать,2,св,1,,
выдумывать,4,нсв,1,,
выдуть,2,св,12,,
выдыхать,6,нсв,1,,
выдыхаться,6,нсв,1,,
выдюжить,2,свнп,4,,
выедать,5,нсв,1,,
выездить,2,св,4,,
выездиться,2,св,4,,
выезжать,6,нсвнп,1,,
выезжать,6,нсв,1,,
выезживать,3,нсв,1,,
выжаривать,4,нсв,1,,
выжариваться,4,нсв,1,,
выжарить,2,св,4,,
выжариться,2,св,4,,
выжать,2,св,14,(-м-),
выжать,2,св,14,(-н-),
выжаться,2,св,14,(-м-),
выждать,2,св,6,,
выжелтить,2,св,4,,
выжелтиться,2,св,4,,
выживать,6,нсвнп,1,,
выживать,6,нсв,1,,
выжигать,6,нсв,1,,
выжидать,6,нсв,1,,
выжимать,6,нсв,1,,
выжиматься,6,нсв,1,,
выжинать,6,нсв,1,,
выжирать,6,нсв,1,,
выжить,2,свнп,16,,
выжить,2,св,16,,
выжрать,2,св,6,,
вызванивать,5,нсв,1,,
вызвать,2,св,6,,
вызваться,2,св,6,,
вызвездить,2,свнп,4,,
вызвериться,2,св,4,,
вызволить,2,св,4,,
вызволять,7,нсв,1,,
вызвонить,2,св,4,,
выздоравливать,7,нсвнп,1,,
выздороветь,2,свнп,1,,
вызеленить,2,св,4,,
вызелениться,2,св,4,,
вызимовать,2,свнп,2,,
вызнавать,7,нсв,13,,
вызнать,2,св,1,,
вызолачивать,6,нсв,1,,
вызолить,2,св,4,,
вызолиться,2,св,4,,
вызолотить,2,св,4,,
вызревать,7,нсвнп,1,,
вызреть,2,свнп,1,,
вызубривать,4,нсв,1,,
вызубрить,2,св,4,,
вызывать,6,нсв,1,,
вызываться,6,нсв,1,,
вызябать,6,нсвнп,1,,
вызябнуть,2,свнп,3,,
выиграть,2,св,1,,
выиграться,2,св,1,,
выигрывать,3,нсв,1,,
выигрываться,3,нсв,1,,
выискать,2,св,6,,
выискаться,2,св,6,,
выискивать,3,нсв,1,,
выискиваться,3,нсв,1,,
выказать,2,св,6,,
выказывать,4,нсв,1,,
выкаливать,4,нсв,1,,
выкалить,2,св,4,,
выкалывать,4,нсв,1,,
выкамаривать,6,нсв,1,,
выканючивать,6,нсв,1,,
выканючить,2,св,4,,
выкапчивать,4,нсв,1,,
выкапчиваться,4,нсв,1,,
выкапывать,4,нсв,1,,
выкапываться,4,нсв,1,,
выкарабкаться,2,св,1,,
выкарабкиваться,6,нсв,1,,
выкармливать,4,нсв,1,,
выкармливаться,4,нсв,1,,
выкатать,2,св,1,,
выкататься,2,св,1,,
выкатить,2,св,4,,
выкатиться,2,св,4,,
выкатывать,4,нсв,1,,
выкатывать,4,нсв,1,,
выкатываться,4,нсв,1,,
выкатываться,4,нсв,1,,
выкать,2,нсв,1,,
выкачать,2,св,1,,
выкачивать,4,нсв,1,,
выкашивать,4,нсв,1,,
выкашиваться,4,нсв,1,,
выкашливать,4,нсв,1,,
выкашливаться,4,нсв,1,,
выкашлянуть,2,св,3,,
выкашлянуться,2,св,3,,
выкашлять,2,св,1,,
выкашляться,2,св,1,,
выкидать,2,св,1,,
выкидывать,4,нсв,1,,
выкидываться,4,нсв,1,,
выкинуть,2,св,3,,
выкинуться,2,св,3,,
выкипать,6,нсвнп,1,,
выкипеть,2,свнп,5,,
выкипятить,2,св,4,,
выкипятиться,2,св,4,,
выкисать,6,нсвнп,1,,
выкиснуть,2,свнп,3,,
выкладывать,5,нсв,1,,
выкладываться,5,нсв,1,,
выклевать,2,св,2,,
выклевывать,"5,5",нсв,1,,
выклеивать,5,нсв,1,,
выклеиваться,5,нсв,1,,
выклеить,2,св,4,,
выклеиться,2,св,4,,
выклеймить,2,св,4,,
выклепать,2,св,1,,
выклепывать,"5,5",нсв,1,,
выкликать,7,нсв,1,,
выкликать,2,св,6,,
выкликивать,5,нсв,1,,
выкликнуть,2,св,3,,
выклиниваться,5,нсв,1,,
выклиниться,2,св,4,,
выклюнуть,2,св,3,,
выключать,7,нсв,1,,
выключаться,7,нсв,1,,
выключить,2,св,4,,
выключиться,2,св,4,,
выклянчивать,5,нсв,1,,
выклянчить,2,св,4,,
выковать,2,св,2,,
выковаться,2,св,2,,
выковывать,4,нсв,1,,
выковываться,4,нсв,1,,
выковыривать,6,нсв,1,,
выковырнуть,2,св,3,,
выковырять,2,св,1,,
выколачивать,6,нсв,1,,
выколоситься,2,св,4,,
выколотить,2,св,4,,
выколоть,2,св,10,,
выколупать,2,св,1,,
выколупнуть,2,св,3,,
выколупывать,6,нсв,1,,
выконопатить,2,св,4,,
выконопачивать,8,нсв,1,,
выкопать,2,св,1,,
выкопаться,2,св,1,(-А-),
выкоптить,2,св,4,,
выкоптиться,2,св,4,,
выкормить,2,св,4,,
выкормиться,2,св,4,,
выкорпеть,2,св,5,,
выкорчевать,2,св,2,,
выкорчевывать,"7,7",нсв,1,,
выкосить,2,св,4,,
выкоситься,2,св,4,,
выкрадывать,5,нсв,1,,
выкрадываться,5,нсв,1,,
выкраивать,5,нсв,1,,
выкраиваться,5,нсв,1,,
выкрасить,2,св,4,,
выкраситься,2,св,4,,
выкрасть,2,св,7,(-д-),
выкрасться,2,св,7,(-д-),
выкрахмаливать,8,нсв,1,,
выкрахмалить,2,св,4,,
выкрашивать,5,нсв,1,,
выкрашивать,5,нсв,1,,
выкрашиваться,5,нсв,1,,
выкрашиваться,5,нсв,1,,
выкрестить,2,св,4,,
выкреститься,2,св,4,,
выкрещивать,5,нсв,1,,
выкрещиваться,5,нсв,1,,
выкрикивать,5,нсв,1,,
выкрикнуть,2,св,3,,
выкристаллизовать,2,св,2,,
выкристаллизоваться,2,св,2,,
выкристаллизовывать,13,нсв,1,,
выкристаллизовываться,13,нсв,1,,
выкричаться,2,св,5,,
выкроить,2,св,4,,
выкроиться,2,св,4,,
выкромсать,2,св,1,,
выкрошить,2,св,4,,
выкрошиться,2,св,4,,
выкруглить,2,св,4,,
выкруглять,8,нсв,1,,
выкрутить,2,св,4,,
выкрутиться,2,св,4,,
выкручивать,5,нсв,1,,
выкручиваться,5,нсв,1,,
выкрывать,7,нсв,1,,
выкрыть,2,св,12,,
выкувыркивать,6,нсв,1,,
выкувыркиваться,6,нсв,1,,
выкувырнуть,2,св,3,,
выкувырнуться,2,св,3,,
выкуковать,2,св,2,,
выкупать,2,св,1,,
выкупать,6,нсв,1,,
выкупаться,6,нсв,1,,
выкупаться,2,св,1,,
выкупить,2,св,4,,
выкупиться,2,св,4,,
выкуривать,4,нсв,1,,
выкуриваться,4,нсв,1,,
выкурить,2,св,4,,
выкуриться,2,св,4,,
выкусать,2,св,1,,
выкусить,2,св,4,,
выкусывать,4,нсв,1,,
выкушать,2,св,1,,
вылавировать,2,свнп,2,,
вылавливать,4,нсв,1,,
вылакать,2,св,1,,
выламывать,4,нсв,1,,
выламываться,4,нсв,1,,
выламываться,4,нсв,1,,
вылащивать,4,нсв,1,,
вылащиваться,4,нсв,1,,
вылегчить,2,св,4,,
вылежать,2,свнп,5,,
вылежаться,2,св,5,(-ё-),
вылеживать,"4,4",нсвнп,1,,
вылеживаться,"4,4",нсв,1,,
вылезать,6,нсвнп,1,,
вылезти,2,свнп,7,,
вылезть,2,свнп,7,,
вылепить,2,св,4,,
вылепиться,2,св,4,,
вылепливать,4,нсв,1,,
вылеплять,7,нсв,1,,
вылепляться,7,нсв,1,,
вылетать,6,нсвнп,1,,
вылететь,2,свнп,5,,
вылечивать,4,нсв,1,,
вылечиваться,4,нсв,1,,
вылечить,2,св,4,,
вылечиться,2,св,4,,
выливать,6,нсв,1,,
выливаться,6,нсв,1,,
вылизать,2,св,6,,
вылизаться,2,св,6,,
вылизывать,4,нсв,1,,
вылизываться,4,нсв,1,,
вылинять,2,свнп,1,,
вылить,2,св,11,,
вылиться,2,св,11,,
выловить,2,св,4,,
выложить,2,св,4,,
выложиться,2,св,4,,
выломать,2,св,1,,
выломаться,2,св,1,,
выломить,2,св,4,,
выломиться,2,св,4,,
вылощить,2,св,4,,
вылощиться,2,св,4,,
вылудить,2,св,4,,
вылуживать,4,нсв,1,,
вылупить,2,св,4,,
вылупиться,2,св,4,,
вылупливать,4,нсв,1,,
вылупливаться,4,нсв,1,,
вылуплять,7,нсв,1,,
вылупляться,7,нсв,1,,
вылущивать,4,нсв,1,,
вылущить,2,св,4,,
вымазать,2,св,6,,
вымазаться,2,св,6,,
вымазывать,4,нсв,1,,
вымазываться,4,нсв,1,,
вымакать,2,св,1,,
вымалевать,2,св,2,,
вымалевывать,"6,6",нсв,1,,
вымаливать,4,нсв,1,,
вымалывать,4,нсв,1,,
вымалываться,4,нсв,1,,
выманивать,4,нсв,1,,
выманить,2,св,4,,
вымарать,2,св,1,,
вымараться,2,св,1,,
вымаривать,4,нсв,1,,
вымарывать,4,нсв,1,,
вымарываться,4,нсв,1,,
выматерить,2,св,4,,
выматывать,4,нсв,1,,
выматываться,4,нсв,1,,
вымахать,2,св,1,,
вымахивать,4,нсв,1,,
вымахивать,4,нсвнп,1,,
вымахивать,4,нсвнп,1,,
вымахнуть,2,св,3,,
вымачивать,4,нсв,1,,
вымачиваться,4,нсв,1,,
вымащивать,4,нсв,1,,
вымежевать,2,св,2,,
вымежеваться,8,св,2,,
вымежевывать,"6,6",нсв,1,,
вымежевываться,"6,6",нсв,1,,
вымелить,2,св,4,,
вымелиться,2,св,4,,
выменивать,4,нсв,1,,
выменять,2,св,1,,
вымереть,2,свнп,9,,
вымерзать,7,нсвнп,1,,
вымерзнуть,2,свнп,3,,
вымеривать,4,нсв,1,,
вымерить,2,св,4,,
вымерять,2,св,1,,
вымерять,6,нсв,1,,
вымесить,2,св,4,,
вымеситься,2,св,4,,
вымести,2,св,7,,
выместись,2,св,7,,
выместить,2,св,4,,
выместиться,2,св,4,,
выметать,6,нсв,1,,
выметать,2,св,1,,
выметать,2,св,6,,
выметаться,2,нсв,1,(-ё-),
выметаться,6,нсв,1,,
выметить,2,св,4,,
выметнуть,2,св,3,(-ё-),
выметнуться,2,св,3,,
выметывать,"4,4",нсв,1,,
выметывать,"4,4",нсв,1,,
выметываться,"4,4",нсв,1,,
выметываться,"4,4",нсв,1,,
вымечать,6,нсв,1,,
вымешать,2,св,1,,
вымешивать,4,нсв,1,,
вымешивать,4,нсв,1,,
вымешиваться,4,нсв,1,,
вымещать,6,нсв,1,,
вымещаться,6,нсв,1,,
выминать,6,нсв,1,,
вымирать,6,нсвнп,1,,
вымогать,6,нсв,1,,
вымокать,6,свнп,1,,
вымокнуть,2,свнп,3,,
вымолачивать,6,нсв,1,,
вымолвить,2,св,4,,
вымолить,2,св,4,,
вымолиться,2,св,4,,
вымолотить,2,св,4,,
вымолоть,2,св,10,,
вымолоться,2,св,10,,
вымораживать,6,нсв,1,,
вымораживаться,6,нсв,1,,
выморить,2,св,4,,
выморозить,2,св,4,,
выморозиться,2,св,4,,
вымостить,2,св,4,,
вымотать,2,св,1,,
вымотаться,2,св,1,(-А-),
вымочить,2,св,4,,
вымочиться,2,св,4,,
вымучивать,4,нсв,1,,
вымучить,2,св,4,,
вымучать,2,св,1,,
вымуштровать,2,св,2,,
вымуштроваться,2,св,2,,
вымчать,2,св,5,,
вымывать,6,нсв,1,,
вымываться,6,нсв,1,,
вымыливать,4,нсв,1,,
вымыливаться,4,нсв,1,,
вымылить,2,св,4,,
вымылиться,2,св,4,,
вымыслить,2,св,4,,
вымыть,2,св,12,,
вымыться,2,св,12,,
вымышлять,7,нсв,1,,
вымять,2,св,14,,
вынашивать,4,нсв,1,,
вынашиваться,4,нсв,1,,
вынести,2,св,7,,
вынестись,2,св,7,,
вынизать,2,св,6,,
вынизывать,4,нсв,1,,
вынимать,6,нсв,1,,
выниматься,6,нсв,1,,
выносить,2,св,4,,
выносить,6,нсв,4,,
выноситься,6,нсв,4,,
выноситься,2,св,4,,
вынудить,2,св,4,,
вынуждать,7,нсв,1,,
вынуть,2,св,3,,
вынуться,2,св,3,,
выныривать,4,нсвнп,1,,
вынырнуть,2,свнп,3,,
вынюхать,2,св,1,,
вынюхивать,4,нсв,1,,
вынянчивать,4,нсв,1,,
вынянчить,2,св,4,,
выпадать,6,нсвнп,1,,
выпазить,2,св,4,,
выпаивать,4,нсв,1,,
выпаивать,4,нсв,1,,
выпаиваться,4,нсв,1,,
выпаливать,4,нсв,1,,
выпалить,2,св,4,,
выпалывать,4,нсв,1,,
выпаривать,4,нсв,1,,
выпариваться,4,нсв,1,,
выпарить,2,св,4,,
выпариться,2,св,4,,
выпархивать,4,нсвнп,1,,
выпарывать,4,нсв,1,,
выпарываться,4,нсв,1,,
выпасать,6,нсв,1,,
выпасти,2,св,7,(-с-),
выпасть,2,свнп,7,(-д-),
выпахать,2,св,6,,
выпахаться,2,св,6,,
выпахивать,4,нсв,1,,
выпахиваться,4,нсв,1,,
выпачкать,2,св,1,,
выпачкаться,2,св,1,,
выпаять,2,св,1,,
выпаяться,2,св,1,,
выпевать,6,нсв,1,,
выпекать,6,нсв,1,,
выпекаться,6,нсв,1,,
выпендриваться,4,нсв,1,,
выпереть,2,св,9,,
выпестовать,2,св,2,,
выпеть,2,св,12,,
выпечь,2,св,8,(-к-),
выпечься,2,св,8,,
выпивать,6,нсв,1,,
выпивать,6,нсвнп,1,,
